,Amount of BA.4 sequences (after selection),Total amount of sequences (after selection),Sequence IDs of  the BA.4 lineage selected,Timespan,Total amount of sequences,Amount of BA.4 sequences,Amount of lineages
0,3,30,"EPI_ISL_13178807, EPI_ISL_13159856, EPI_ISL_13202490",2022-06-08 till 2022-06-01,204,12,21
