,Amount of BA.4 sequences (after selection),Total amount of sequences (after selection),Sequence IDs of  the BA.4 lineage selected,Timespan,Total amount of sequences,Amount of BA.4 sequences,Amount of lineages
0,2,25,"EPI_ISL_13191427, EPI_ISL_13247127",2022-06-08 till 2022-06-01,175,18,17
