,Amount of BA.4 sequences (after selection),Total amount of sequences (after selection),Sequence IDs of  the BA.4 lineage selected,Timespan,Total amount of sequences,Amount of BA.4 sequences,Amount of lineages
0,2,109,"EPI_ISL_12401144, EPI_ISL_12903550",2022-06-08 till 2022-01-01,2036,29,84
