,Amount of BA.4 sequences (after selection),Total amount of sequences (after selection),Sequence IDs of  the BA.4 lineage selected,Timespan,Total amount of sequences,Amount of BA.4 sequences,Amount of lineages
0,1,124,EPI_ISL_11674447,2022-06-08 till 2022-01-01,2286,17,95
