,Amount of BA.4 sequences (after selection),Total amount of sequences (after selection),Sequence IDs of  the BA.4 lineage selected,Timespan,Total amount of sequences,Amount of BA.4 sequences,Amount of lineages
0,2,172,"EPI_ISL_13010931, EPI_ISL_12896764",2022-06-08 till 2021-06-01,2927,32,132
